,,,,Per Game,Per Game,Per Game,Per Game,,,,,Corsi (EV),PDO (EV),Zone Starts (EV),Zone Starts (EV),Ice Time,Even Strength,Power Play,Scoring,Scoring,Goals,Goals,Scoring,Assists,Assists,Power Play,Power Play,Scoring
Vincent Lecavalier,31,TBL,C,0.77,0.34,0.42,2.84,182,12.1,308,59.1,0.5,101,54.3,45.7,18:56,1212,3:24,64,22,17,5,27,21,6,0.078,0.094,49
David Legwand,31,NSH,C,0.68,0.24,0.44,1.79,140,13.6,220,63.6,3.4,100,45.6,54.4,18:31,1445,2:14,78,19,14,5,34,19,14,0.064,0.179,53
Jordan Leopold,31,BUF,D,0.30,0.13,0.18,1.39,110,9.1,222,49.5,-3.1,101.5,52.5,47.5,22:22,1767,1:59,79,10,9,1,14,10,4,0.013,0.051,24
John-Michael Liles,31,TOR,D,0.41,0.11,0.30,1.61,106,6.6,238,44.5,-1.1,97.5,52.1,47.9,21:21,1409,3:14,66,7,3,4,20,11,9,0.061,0.136,27
Steve MacIntyre,31,PIT,LW,0.00,0.00,0.00,0.00,0,,3,0,-9.4,100,55.2,44.8,3:11,38,0:00,12,0,0,0,0,0,0,0.000,0.000,0
Manny Malhotra,31,VAN,C,0.23,0.09,0.14,0.77,60,11.7,104,57.7,-16.9,100.2,12.9,87.1,12:21,963,0:04,78,7,7,0,11,11,0,0.000,0.000,18
Antti Miettinen,31,WPG,RW,0.29,0.11,0.18,1.29,58,8.6,104,55.8,-6.8,98.4,46.2,53.8,11:42,527,0:49,45,5,4,1,8,5,3,0.022,0.067,13
Dominic Moore,31,TOT,C,0.32,0.05,0.27,1.30,103,3.9,197,52.3,-3.9,97.6,41.9,58.1,15:32,1227,0:50,79,4,3,0,21,18,3,0.000,0.038,25
Douglas Murray,31,SJS,D,0.07,0.00,0.07,1.18,71,0,134,53,-8.1,100.6,47.3,52.7,18:23,1103,0:07,60,0,0,0,4,4,0,0.000,0.000,4
Brooks Orpik,31,PIT,D,0.25,0.03,0.22,0.60,44,4.5,120,36.7,-4.6,101.1,50.1,49.9,22:33,1646,0:03,73,2,2,0,16,15,0,0.000,0.000,18
Alexei Ponikarovsky,31,TOT,LW,0.40,0.17,0.23,1.90,156,9,275,56.7,3.5,98.5,47.1,52.9,14:45,1209,1:20,82,14,10,4,19,16,3,0.049,0.037,33
Robyn Regehr,31,BUF,D,0.07,0.01,0.05,0.64,49,2,104,47.1,-7.9,99.1,45.9,54.1,18:38,1416,0:02,76,1,1,0,4,4,0,0.000,0.000,5
Mike Ribeiro,31,DAL,C,0.85,0.24,0.61,1.92,142,12.7,246,57.3,-3,102,53.8,46.2,20:03,1484,2:51,74,18,16,2,45,32,13,0.027,0.176,63
Brad Richards,31,NYR,C,0.80,0.30,0.50,2.79,229,10.9,428,53.5,-1.7,99.9,54.5,45.5,20:16,1662,4:09,82,25,18,7,41,24,17,0.085,0.207,66
Michael Ryder,31,DAL,RW,0.76,0.43,0.33,2.57,211,16.6,384,54.9,-1.2,103.3,52,48,17:23,1425,2:40,82,35,28,7,27,24,3,0.085,0.037,62
Daniel Sedin,31,VAN,LW,0.93,0.42,0.51,3.18,229,13.1,413,55.4,8.6,101,80.8,19.2,18:49,1355,3:30,72,30,20,10,37,22,15,0.139,0.208,67
Henrik Sedin,31,VAN,C,0.99,0.17,0.82,1.38,113,12.4,209,54.1,7,102.1,79.4,20.6,19:05,1565,3:40,82,14,6,8,67,48,19,0.098,0.232,81
Jim Vandermeer,31,SJS,D,0.16,0.04,0.12,0.76,19,5.3,41,46.3,-5.3,102,52.6,47.4,10:25,260,0:04,25,1,1,0,3,3,0,0.000,0.000,4
Matt Walker,31,PHI,D,0.00,0.00,0.00,0.50,2,0,8,25,-3.1,94.2,46.2,53.8,10:58,44,0:01,4,0,0,0,0,0,0,0.000,0.000,0
Joel Ward,31,WSH,RW,0.25,0.08,0.16,1.08,79,7.6,142,55.6,-0.2,103,45.1,54.9,12:26,907,0:08,73,6,6,0,12,12,0,0.000,0.000,18
Jason Williams,31,PIT,C,0.25,0.13,0.13,0.50,4,25,13,30.8,-9,103.1,71,29,10:34,85,2:13,8,1,1,0,1,0,1,0.000,0.125,2
Greg Zanon,31,TOT,D,0.14,0.05,0.09,0.73,41,7.3,96,42.7,1.5,100,47.3,52.7,17:48,997,0:03,56,3,3,0,5,5,0,0.000,0.000,8
Henrik Zetterberg,31,DET,LW,0.84,0.27,0.57,3.26,267,8.2,478,55.9,1,100.5,54.7,45.3,19:50,1627,3:13,82,22,19,3,47,34,11,0.037,0.134,69
Eric Brewer,32,TBL,D,0.26,0.01,0.24,1.01,83,1.2,222,37.4,-4.9,100.6,33.5,66.5,23:16,1908,1:06,82,1,1,0,20,16,3,0.000,0.037,21
Brian Campbell,32,FLA,D,0.65,0.05,0.60,1.60,131,3.1,274,47.8,2.3,98.8,55.1,44.9,26:54,2206,4:08,82,4,3,1,49,19,30,0.012,0.366,53
Jason Chimera,32,WSH,LW,0.48,0.24,0.23,2.50,205,9.8,295,69.2,2.8,100.2,47.8,52.2,14:26,1184,0:53,82,20,17,1,19,19,0,0.012,0.000,39
Mike Commodore,32,TOT,D,0.07,0.00,0.07,0.77,23,0,54,42.6,-0.9,104.2,43.4,56.6,12:36,378,0:02,30,0,0,0,2,2,0,0.000,0.000,2
Pascal Dupuis,32,PIT,LW,0.72,0.30,0.41,2.61,214,11.7,380,56.3,-1.7,100.6,50.8,49.2,16:56,1388,0:23,82,25,22,0,34,33,1,0.000,0.012,59
Andrew Ference,32,BOS,D,0.33,0.08,0.25,1.49,107,5.6,231,46.3,-8.9,102.4,51.9,48.1,18:53,1360,0:38,72,6,6,0,18,15,2,0.000,0.028,24
Johan Franzen,32,DET,C,0.73,0.38,0.35,2.74,211,13.7,379,55.7,2.7,102.2,55.8,44.2,17:42,1363,2:56,77,29,18,11,27,25,2,0.143,0.026,56
Scott Gomez,32,MTL,C,0.29,0.05,0.24,1.55,59,3.4,116,50.9,2,97.1,62.6,37.4,14:08,537,2:20,38,2,0,2,9,8,1,0.053,0.026,11
Niklas Hagman,32,TOT,LW,0.32,0.13,0.20,1.76,125,7.2,236,53,-1,98.1,49.7,50.3,14:35,1035,0:35,71,9,7,2,14,14,0,0.028,0.000,23
Kent Huskins,32,STL,D,0.28,0.08,0.20,0.64,16,12.5,40,40,-4.4,105.2,53.3,46.7,15:28,387,0:13,25,2,2,0,5,5,0,0.000,0.000,7
Chris Kunitz,32,PIT,LW,0.74,0.32,0.43,2.80,230,11.3,397,57.7,4.8,99.9,62.7,37.3,18:19,1502,3:31,82,26,20,6,35,23,12,0.073,0.146,61
Ryan Malone,32,TBL,LW,0.71,0.29,0.41,2.12,144,13.9,212,67.9,-0.8,99.8,49.1,50.9,17:41,1203,2:55,68,20,14,5,28,18,10,0.074,0.147,48
Patrick Marleau,32,SJS,C,0.78,0.37,0.41,3.06,251,12,418,60,1.9,99.7,53.9,46.1,20:29,1679,3:11,82,30,20,10,34,19,15,0.122,0.183,64
Steve Montador,32,CHI,D,0.27,0.10,0.17,1.10,57,8.8,113,50.4,3.1,99.5,62.1,37.9,14:46,768,1:27,52,5,3,2,9,5,4,0.038,0.077,14
Chris Neil,32,OTT,RW,0.39,0.18,0.21,1.76,127,10.2,192,66.1,-3.1,98,54.2,45.8,12:48,921,1:42,72,13,11,2,15,11,4,0.028,0.056,28
George Parros,32,ANA,RW,0.09,0.02,0.07,0.37,17,5.9,29,58.6,-9.3,102.6,61.3,38.7,6:23,293,0:00,46,1,1,0,3,3,0,0.000,0.000,4
Mike Rupp,32,NYR,C,0.08,0.07,0.02,0.52,31,12.9,49,63.3,-11.5,100.6,43.2,56.8,6:39,399,0:11,60,4,4,0,1,1,0,0.000,0.000,5
Jerred Smithson,32,TOT,C,0.09,0.01,0.07,0.54,37,2.7,69,53.6,-7.2,100.4,36.5,63.5,11:43,808,0:05,69,1,1,0,5,4,0,0.000,0.000,6
Brad Stuart,32,DET,D,0.26,0.07,0.19,1.19,96,6.3,210,45.7,-4.5,101.5,53.7,46.3,21:03,1705,0:18,81,6,4,1,15,15,0,0.012,0.000,21
Alex Tanguay,32,CGY,LW,0.77,0.20,0.56,1.31,84,15.5,159,52.2,-4.1,103.1,50.6,49.4,19:03,1219,3:14,64,13,11,1,36,21,14,0.016,0.219,49
Joe Thornton,32,SJS,C,0.94,0.22,0.72,1.90,156,11.5,259,60.2,5.1,100.4,49.5,50.5,20:28,1678,3:22,82,18,14,4,59,39,19,0.049,0.232,77
Arron Asham,33,PIT,RW,0.25,0.08,0.17,0.77,49,10.2,92,53.3,-5.1,99.3,49.4,50.6,9:14,591,0:03,64,5,5,0,11,11,0,0.000,0.000,16
Keith Aucoin,33,WSH,C,0.41,0.11,0.30,0.78,21,14.3,43,48.8,6.4,104.2,51.2,48.8,11:04,299,1:10,27,3,3,0,8,8,0,0.000,0.000,11
Matt Bradley,33,FLA,RW,0.18,0.07,0.11,0.78,35,8.6,61,57.4,-11.4,100.4,50,50,10:52,489,0:08,45,3,3,0,5,5,0,0.000,0.000,8
Dan Cleary,33,DET,LW,0.44,0.16,0.28,2.65,199,6,308,64.6,-0.7,98.9,55.4,44.6,15:59,1199,1:19,75,12,10,2,21,20,1,0.027,0.013,33
Erik Cole,33,MTL,LW,0.74,0.43,0.32,2.94,241,14.5,408,59.1,5,101.4,51.5,48.5,18:32,1519,3:15,82,35,24,11,26,23,3,0.134,0.037,61
Matt Cooke,33,PIT,LW,0.46,0.23,0.23,1.79,147,12.9,239,61.1,-3.6,99.2,47.5,52.5,15:41,1286,1:11,82,19,16,1,19,12,5,0.012,0.061,38
Mark Cullen,33,FLA,C,0.17,0.00,0.17,0.17,1,0,5,20,0.7,110.5,40,60,8:00,48,0:05,6,0,0,0,1,1,0,0.000,0.000,1
Pavel Datsyuk,33,DET,C,0.96,0.27,0.69,2.34,164,11.6,300,54.7,4.4,101,54.6,45.4,19:34,1370,3:04,70,19,15,4,48,29,19,0.057,0.271,67
Ruslan Fedotenko,33,NYR,LW,0.27,0.12,0.15,1.29,94,9.6,166,56.6,-7.1,99.5,36.5,63.5,13:36,993,0:22,73,9,8,1,11,10,1,0.014,0.014,20
Trevor Gillies,33,NYI,LW,0.00,0.00,0.00,0.33,1,0,1,100,-44.7,83.3,75,25,2:52,9,0:00,3,0,0,0,0,0,0,0.000,0.000,0
Brian Gionta,33,MTL,RW,0.48,0.26,0.23,2.42,75,10.7,154,48.7,-1.1,98.7,44.6,55.4,19:26,602,2:54,31,8,6,2,7,6,1,0.065,0.032,15
Scott Hannan,33,CGY,D,0.15,0.03,0.13,0.63,49,4.1,103,47.6,-6.4,99.9,48.7,51.3,20:21,1588,0:04,78,2,2,0,10,9,0,0.000,0.000,12
Jan Hejda,33,COL,D,0.23,0.06,0.17,0.96,78,6.4,207,37.7,-8.2,98.3,34.7,65.3,20:41,1675,0:04,81,5,5,0,14,14,0,0.000,0.000,19
Shawn Horcoff,33,EDM,C,0.42,0.16,0.26,1.52,123,10.6,222,55,-1.3,97.9,43.6,56.4,19:35,1586,2:52,81,13,8,5,21,13,8,0.062,0.099,34
Marian Hossa,33,CHI,RW,0.95,0.36,0.59,3.06,248,11.7,437,56.8,0,101.5,59.4,40.6,19:58,1617,3:09,81,29,18,9,48,36,11,0.111,0.136,77
Kristian Huselius,33,CBJ,LW,0.00,0.00,0.00,1.00,2,0,6,33.3,,83.3,62.5,37.5,16:12,32,4:04,2,0,0,0,0,0,0,0.000,0.000,0
Raitis Ivanans,33,CGY,LW,0.00,0.00,0.00,0.00,0,,1,0,,90,66.7,33.3,11:05,11,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Olli Jokinen,33,CGY,C,0.74,0.28,0.46,2.72,223,10.3,346,64.5,-5,100.6,48.5,51.5,18:58,1555,3:06,82,23,14,9,38,23,15,0.110,0.183,61
Tomas Kaberle,33,TOT,D,0.43,0.04,0.39,1.21,87,3.4,188,46.3,-0.7,98.3,53.7,46.3,17:43,1276,3:47,72,3,2,1,28,13,15,0.014,0.208,31
Tom Kostopoulos,33,CGY,RW,0.15,0.05,0.10,1.12,91,4.4,147,61.9,-1.1,97,45,55,12:19,998,0:06,81,4,2,1,8,8,0,0.012,0.000,12
Andrei Markov,33,MTL,D,0.23,0.00,0.23,1.31,17,0,38,44.7,6.2,97.1,56.1,43.9,18:00,234,3:44,13,0,0,0,3,1,2,0.000,0.154,3
Derek Morris,33,PHX,D,0.19,0.03,0.15,1.22,72,2.8,159,45.3,-4.1,98.7,54.2,45.8,18:59,1120,0:27,59,2,2,0,9,8,1,0.000,0.017,11
Brenden Morrow,33,DAL,LW,0.46,0.19,0.26,1.54,88,12.5,158,55.7,-2.8,101.5,46.3,53.7,17:02,971,2:29,57,11,6,5,15,13,2,0.088,0.035,26
Mike Mottau,33,TOT,D,0.06,0.00,0.06,0.63,22,0,51,43.1,-8.7,96.1,51.1,48.9,14:05,493,0:02,35,0,0,0,2,2,0,0.000,0.000,2
Jed Ortmeyer,33,MIN,RW,0.06,0.03,0.03,1.17,41,2.4,79,51.9,-4.6,96.1,39.8,60.2,9:43,340,0:01,35,1,1,0,1,1,0,0.000,0.000,2
Toby Petersen,33,DAL,C,0.13,0.05,0.08,1.13,44,4.5,75,58.7,3.2,91.8,47.7,52.3,7:39,299,0:34,39,2,2,0,3,2,1,0.000,0.026,5
Chris Phillips,33,OTT,D,0.24,0.06,0.18,1.06,85,5.9,190,44.7,-6.4,101.7,49.7,50.3,19:07,1529,0:36,80,5,1,4,14,12,0,0.050,0.000,19
Michal Rozsival,33,PHX,D,0.24,0.02,0.22,0.91,49,2,109,45,1.4,102.1,46.3,53.7,19:20,1044,0:04,54,1,1,0,12,12,0,0.000,0.000,13
Cory Sarich,33,CGY,D,0.11,0.02,0.10,0.58,36,2.8,107,33.6,3.6,100.6,47.6,52.4,16:07,999,0:03,62,1,1,0,6,6,0,0.000,0.000,7
Rob Scuderi,33,LAK,D,0.11,0.01,0.10,0.77,63,1.6,150,42,-3.3,98.3,47.6,52.4,20:37,1690,0:05,82,1,1,0,8,8,0,0.000,0.000,9
Marco Sturm,33,TOT,LW,0.10,0.06,0.04,1.35,65,4.6,100,65,0.5,94.5,47.3,52.7,12:19,591,0:52,48,3,3,0,2,2,0,0.000,0.000,5
Henrik Tallinder,33,NJD,D,0.15,0.00,0.15,1.10,43,0,95,45.3,2,97.1,47.1,52.9,21:19,831,0:40,39,0,0,0,6,5,1,0.000,0.026,6
Mike Weaver,33,FLA,D,0.20,0.00,0.20,0.62,51,0,124,41.1,-6.4,101.4,39.2,60.8,20:20,1667,0:05,82,0,0,0,16,15,0,0.000,0.000,16
Dainius Zubrus,33,NJD,RW,0.54,0.21,0.33,1.33,109,15.6,171,63.7,0.4,101.3,49.9,50.1,18:41,1532,1:48,82,17,10,4,27,23,2,0.049,0.024,44
Craig Adams,34,PIT,RW,0.22,0.06,0.16,0.93,76,6.6,130,58.5,-6.6,97.1,43.8,56.2,11:17,925,0:00,82,5,5,0,13,10,0,0.000,0.000,18
Eric Belanger,34,EDM,C,0.21,0.05,0.15,1.51,118,3.4,217,54.4,-2.2,98.2,41.9,58.1,14:44,1149,1:04,78,4,2,1,12,8,4,0.013,0.051,16
Daniel Briere,34,PHI,C,0.70,0.23,0.47,2.49,174,9.2,309,56,-2.8,101,57.3,42.7,17:22,1215,3:12,70,16,12,4,33,20,13,0.057,0.186,49
Zdeno Chara,34,BOS,D,0.66,0.15,0.51,2.84,224,5.4,437,51.3,4.4,101.4,49,51,25:00,1975,2:39,79,12,4,8,40,29,10,0.101,0.127,52
Joe Corvo,34,BOS,D,0.33,0.05,0.28,2.24,168,2.4,337,49.9,-1.1,100.4,56.4,43.6,18:49,1411,2:24,75,4,3,1,21,13,8,0.013,0.107,25
Radek Dvorak,34,DAL,RW,0.29,0.05,0.23,1.14,83,4.8,163,50.9,-7.4,97.4,43.4,56.6,14:17,1042,0:05,73,4,3,0,17,17,0,0.000,0.000,21
Mark Eaton,34,NYI,D,0.06,0.02,0.05,0.71,44,2.3,83,53,-6.2,97.3,46.9,53.1,16:03,995,0:02,62,1,1,0,3,3,0,0.000,0.000,4
Josh Green,34,EDM,LW,0.29,0.14,0.14,2.00,14,7.1,22,63.6,-3.6,87.7,52.4,47.6,11:49,83,1:03,7,1,0,1,1,1,0,0.143,0.000,2
Michal Handzus,34,SJS,C,0.36,0.10,0.25,1.21,81,8.6,132,61.4,-9.7,99,45.7,54.3,14:27,968,1:05,67,7,5,2,17,14,3,0.030,0.045,24
Jochen Hecht,34,BUF,C,0.36,0.18,0.18,1.82,40,10,69,58,0.9,101.1,57.4,42.6,16:50,370,0:34,22,4,3,0,4,4,0,0.000,0.000,8
Jarome Iginla,34,CGY,RW,0.82,0.39,0.43,3.06,251,12.7,451,55.7,-5.9,101.5,50.5,49.5,20:36,1690,3:20,82,32,24,8,35,24,11,0.098,0.134,67
Pavel Kubina,34,TOT,D,0.22,0.04,0.17,1.09,75,4,158,47.5,-5.2,100.2,46.2,53.8,19:16,1330,1:07,69,3,3,0,12,12,0,0.000,0.000,15
Toni Lydman,34,ANA,D,0.18,0.00,0.18,0.62,46,0,125,36.8,-6.1,101,44.3,55.7,18:54,1399,0:02,74,0,0,0,13,12,0,0.000,0.000,13
Andy McDonald,34,STL,C,0.88,0.40,0.48,2.56,64,15.6,108,59.3,0.5,100.8,51.6,48.4,18:32,463,2:56,25,10,7,3,12,9,3,0.120,0.120,22
Willie Mitchell,34,LAK,D,0.32,0.07,0.25,1.37,104,4.8,239,43.5,-1.7,101.6,50.9,49.1,22:14,1689,0:43,76,5,5,0,19,11,5,0.000,0.066,24
Samuel Pahlsson,34,TOT,C,0.21,0.05,0.16,1.16,93,4.3,172,54.1,-6.2,99.8,29.1,70.9,14:46,1182,0:06,80,4,3,0,13,12,0,0.000,0.000,17
Marty Reasoner,34,NYI,C,0.10,0.02,0.08,1.13,69,1.4,110,62.7,-5.7,93.2,42.2,57.8,11:37,708,0:04,61,1,1,0,5,5,0,0.000,0.000,6
Stephane Robidas,34,DAL,D,0.29,0.07,0.23,1.00,75,6.7,197,38.1,-0.2,99.2,46.7,53.3,22:46,1707,2:35,75,5,3,2,17,10,7,0.027,0.093,22
Mark Streit,34,NYI,D,0.57,0.09,0.49,1.82,149,4.7,319,46.7,4.5,96.3,53.6,46.4,23:23,1917,3:42,82,7,4,3,40,20,20,0.037,0.244,47
Shawn Thornton,34,BOS,RW,0.16,0.06,0.10,1.41,114,4.4,186,60.8,-10.4,98.6,51.9,48.1,9:11,744,0:03,81,5,4,0,8,8,0,0.000,0.000,13
Colin White,34,SJS,D,0.07,0.02,0.06,0.61,33,3,71,46.5,-3,97.8,49.4,50.6,14:57,807,0:03,54,1,1,0,3,3,0,0.000,0.000,4
Trent Whitfield,34,BOS,C,0.00,0.00,0.00,1.00,1,0,2,50,,100,90,10,13:59,14,0:00,1,0,0,0,0,0,0,0.000,0.000,0
Marek Zidlicky,34,TOT,D,0.35,0.03,0.32,1.11,70,2.9,159,44,3.2,99.4,52.7,47.3,21:20,1344,3:26,63,2,0,2,20,14,6,0.032,0.095,22
Eric Boulton,35,NJD,LW,0.00,0.00,0.00,0.49,25,0,38,65.8,-16.2,93,50.3,49.7,6:35,336,0:01,51,0,0,0,0,0,0,0.000,0.000,0
Dan Boyle,35,SJS,D,0.59,0.11,0.48,3.11,252,3.6,477,52.8,-1.8,99.9,53.7,46.3,25:53,2072,3:56,81,9,6,3,39,25,14,0.037,0.173,48
Brett Clark,35,TBL,D,0.18,0.02,0.16,0.74,61,3.3,168,36.3,-3.9,97.4,46.2,53.8,18:23,1507,1:25,82,2,2,0,13,11,2,0.000,0.024,15
Matt Cullen,35,MIN,C,0.48,0.19,0.29,2.25,164,8.5,266,61.3,3.3,98.3,43.9,56.1,18:56,1382,2:40,73,14,10,4,21,16,5,0.055,0.068,35
Mathieu Darche,35,MTL,LW,0.20,0.08,0.11,1.26,77,6.5,131,58.8,-0.7,96.7,52.1,47.9,12:08,740,0:29,61,5,3,0,7,5,0,0.000,0.000,12
Shane Doan,35,PHX,RW,0.63,0.28,0.35,2.86,226,9.7,424,53.3,2.6,98.6,52,48,19:36,1548,3:11,79,22,17,5,28,18,9,0.063,0.114,50
Patrik Elias,35,NJD,LW,0.96,0.32,0.64,2.02,164,15.9,279,58.4,1.7,99.2,51.5,48.5,19:51,1608,3:28,81,26,16,8,52,29,21,0.099,0.259,78
Jeff Halpern,35,WSH,C,0.23,0.06,0.17,0.91,63,6.3,104,60.6,0.8,100.1,38.2,61.8,12:36,870,0:06,69,4,4,0,12,12,0,0.000,0.000,16
Milan Hejduk,35,COL,RW,0.46,0.17,0.28,2.10,170,8.2,291,58.4,-1.6,98.4,57.8,42.2,17:01,1378,2:20,81,14,8,6,23,15,8,0.074,0.099,37
Ed Jovanovski,35,FLA,D,0.20,0.05,0.15,0.88,58,5.2,124,46.8,-2.8,98.3,53.2,46.8,16:42,1102,1:41,66,3,2,1,10,7,3,0.015,0.045,13
Filip Kuba,35,OTT,D,0.44,0.08,0.36,1.07,78,7.7,193,40.4,-3.2,102.6,56.8,43.2,23:37,1724,1:58,73,6,3,3,26,16,8,0.041,0.110,32
Daymond Langkow,35,PHX,C,0.41,0.15,0.26,1.53,112,9.8,198,56.6,3.6,98.5,53,47,15:45,1150,1:28,73,11,10,1,19,16,2,0.014,0.027,30
Radek Martinek,35,CBJ,D,0.14,0.14,0.00,1.43,10,10,18,55.6,-8.5,96.6,32.4,67.6,19:26,136,0:31,7,1,1,0,0,0,0,0.000,0.000,1
Richard Park,35,PIT,C,0.26,0.13,0.13,0.81,44,15.9,86,51.2,-4.8,98.7,54,46,10:55,589,0:18,54,7,6,0,7,5,2,0.000,0.037,14
Bryce Salvador,35,NJD,D,0.11,0.00,0.11,0.63,52,0,115,45.2,-6.3,102,47,53,20:13,1657,0:02,82,0,0,0,9,8,0,0.000,0.000,9
Mikael Samuelsson,35,TOT,RW,0.57,0.26,0.31,2.56,138,10.1,240,57.5,0.9,100.1,46.2,53.8,15:57,861,2:33,54,14,7,7,17,11,6,0.130,0.111,31
Jody Shelley,35,PHI,LW,0.03,0.00,0.03,0.63,19,0,30,63.3,-9.8,93.2,46.2,53.8,5:39,170,0:07,30,0,0,0,1,1,0,0.000,0.000,1
Ryan Smyth,35,EDM,LW,0.56,0.23,0.33,2.37,194,9.8,315,61.6,-0.9,101,48.3,51.7,19:05,1565,2:28,82,19,15,4,27,23,4,0.049,0.049,46
Sheldon Souray,35,DAL,D,0.33,0.09,0.23,2.80,179,3.4,354,50.6,-0.7,102.5,45.8,54.2,20:28,1310,1:48,64,6,3,2,15,11,4,0.031,0.063,21
Petr Sykora,35,NJD,RW,0.54,0.26,0.28,2.07,170,12.4,312,54.5,2.5,101.5,49.7,50.3,15:54,1304,1:58,82,21,17,4,23,21,2,0.049,0.024,44
Lubomir Visnovsky,35,ANA,D,0.40,0.09,0.31,1.65,112,5.4,243,46.1,2.4,101.3,54.6,45.4,20:47,1414,3:32,68,6,5,1,21,12,9,0.015,0.132,27
Todd Bertuzzi,36,DET,RW,0.54,0.20,0.34,1.66,118,11.9,188,62.8,-0.6,103.8,53.1,46.9,15:33,1104,1:41,71,14,14,0,24,20,4,0.000,0.056,38
Francis Bouillon,36,NSH,D,0.17,0.06,0.11,0.58,38,10.5,111,34.2,-3,100.6,47.1,52.9,17:33,1158,0:19,66,4,4,0,7,7,0,0.000,0.000,11
Hal Gill,36,TOT,D,0.17,0.01,0.16,0.64,49,2,106,46.2,-5.8,99.9,44.7,55.3,17:08,1302,0:01,76,1,1,0,12,10,0,0.000,0.000,13
Jamie Langenbrunner,36,STL,RW,0.34,0.09,0.26,1.81,127,4.7,205,62,0.6,99.7,55.3,44.7,14:37,1023,0:52,70,6,6,0,18,18,0,0.000,0.000,24
Andreas Lilja,36,PHI,D,0.13,0.00,0.13,0.76,35,0,55,63.6,-8.6,103.4,48,52,13:41,630,0:01,46,0,0,0,6,6,0,0.000,0.000,6
Ethan Moreau,36,LAK,LW,0.14,0.04,0.11,1.04,29,3.4,50,54,-8.3,98.9,43.9,56.1,10:32,295,0:19,28,1,1,0,3,3,0,0.000,0.000,4
Brendan Morrison,36,TOT,C,0.28,0.10,0.18,1.10,43,9.3,71,60.6,-8,99,49.6,50.4,13:21,521,1:10,39,4,4,0,7,5,2,0.000,0.051,11
Vinny Prospal,36,CBJ,C,0.67,0.20,0.48,2.01,165,9.7,259,63.7,3.3,99.2,51.1,48.9,17:53,1467,3:17,82,16,13,3,39,27,12,0.037,0.146,55
Martin St. Louis*,36,TBL,RW,0.96,0.32,0.64,2.40,185,13.5,344,53.8,0.3,102.1,54.7,45.3,22:38,1743,3:46,77,25,21,4,49,37,12,0.052,0.156,74
Andy Sutton,36,EDM,D,0.19,0.06,0.13,0.79,41,7.3,78,52.6,1.6,101.4,48.7,51.3,16:41,868,0:01,52,3,3,0,7,7,0,0.000,0.000,10
Kimmo Timonen,36,PHI,D,0.57,0.05,0.51,1.71,130,3.1,256,50.8,1.6,100.8,53.3,46.7,21:14,1614,3:47,76,4,0,4,39,22,17,0.053,0.224,43
Jason Arnott,37,STL,C,0.47,0.24,0.24,1.97,142,12,231,61.5,-1.3,102.1,60.9,39.1,14:05,1014,2:21,72,17,11,6,17,9,8,0.083,0.111,34
Sergei Gonchar,37,OTT,D,0.50,0.07,0.43,1.77,131,3.8,290,45.2,-3.3,99.9,52.7,47.3,22:15,1647,3:06,74,5,3,2,32,19,12,0.027,0.162,37
Roman Hamrlik,37,WSH,D,0.19,0.03,0.16,0.85,58,3.4,131,44.3,4.2,101.4,46.3,53.7,19:13,1307,0:26,68,2,2,0,11,11,0,0.000,0.000,13
Saku Koivu,37,ANA,C,0.51,0.15,0.36,1.45,107,10.3,191,55.5,2.1,101.6,48.5,51.5,18:08,1341,2:05,74,11,11,0,27,21,6,0.000,0.081,38
Jamal Mayers,37,CHI,RW,0.19,0.07,0.11,0.86,70,8.6,121,57.9,-6,99.3,45.8,54.2,9:48,794,0:17,81,6,6,0,9,8,1,0.000,0.012,15
Scott Nichol,37,STL,C,0.10,0.04,0.06,0.84,67,4.5,99,67.7,-4.7,97.6,47,53,9:19,745,0:01,80,3,3,0,5,4,0,0.000,0.000,8
Jay Pandolfo,37,NYI,LW,0.05,0.02,0.03,0.71,44,2.3,70,62.9,-9.7,95.6,38.3,61.7,10:55,677,0:02,62,1,1,0,2,1,0,0.000,0.000,3
Chris Pronger*,37,PHI,D,0.92,0.08,0.85,1.77,23,4.3,46,50,2.1,100.9,48.1,51.9,22:29,292,3:59,13,1,0,1,11,4,7,0.077,0.538,12
Sami Salo,37,VAN,D,0.36,0.13,0.23,1.97,136,6.6,282,48.2,-3.6,101.4,55.1,44.9,20:27,1411,2:45,69,9,2,7,16,9,7,0.101,0.101,25
Jaroslav Spacek,37,TOT,D,0.33,0.11,0.22,0.91,42,11.9,101,41.6,2.4,101.4,57.3,42.7,16:05,740,1:40,46,5,2,3,10,8,2,0.065,0.043,15
Steve Sullivan,37,PIT,C,0.61,0.22,0.39,1.77,140,12.1,230,60.9,0.1,98.2,63.8,36.3,15:22,1213,3:38,79,17,12,5,31,15,16,0.063,0.203,48
Adrian Aucoin,38,PHX,D,0.14,0.03,0.11,1.44,92,2.2,201,45.8,1.9,102.8,47.8,52.2,20:15,1296,0:29,64,2,1,1,7,7,0,0.016,0.000,9
Jason Blake,38,ANA,C,0.27,0.16,0.11,2.42,109,6.4,179,60.9,2.8,98,52.8,47.2,14:09,636,1:27,45,7,5,2,5,4,1,0.044,0.022,12
